basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt
20230721,035720,KR7035720002,카카오,KOSPI,50600,100,.2,50000,50800,49750,1203404,60651477550,444263290,22479722474000
20230720,035720,KR7035720002,카카오,KOSPI,50500,100,.2,50100,51100,50100,1150775,58316036900,444263290,22435296145000
20230719,035720,KR7035720002,카카오,KOSPI,50400,-1400,-2.7,51800,51800,50100,1674191,84739999200,444263290,22390869816000
20230718,035720,KR7035720002,카카오,KOSPI,51800,-900,-1.71,52700,52700,51400,1486148,77184346800,444263290,23012838422000
20230717,035720,KR7035720002,카카오,KOSPI,52700,-100,-.19,52400,53200,52200,1411212,74268627800,444263290,23412675383000
20230714,035720,KR7035720002,카카오,KOSPI,52800,900,1.73,52300,52800,51600,1900674,99559628600,444263290,23457101712000
20230713,035720,KR7035720002,카카오,KOSPI,51900,300,.58,52000,52600,51700,1955527,101784413400,444263290,23057264751000
20230712,035720,KR7035720002,카카오,KOSPI,51600,900,1.78,50700,51800,50200,1658795,84617041600,444263290,22923985764000
20230711,035720,KR7035720002,카카오,KOSPI,50700,850,1.71,50100,51000,50000,1212718,61177688000,444263290,22524148803000
20230710,035720,KR7035720002,카카오,KOSPI,49850,0,0,49850,50300,49450,1068139,53321611350,444263290,22146525006500
20230707,035720,KR7035720002,카카오,KOSPI,49850,-1050,-2.06,50600,51200,49750,1974639,99303217600,444263290,22146525006500
20230706,035720,KR7035720002,카카오,KOSPI,50900,2050,4.2,48850,51500,48700,3139685,158287014500,444104206,22604904085400
20230705,035720,KR7035720002,카카오,KOSPI,48850,-1100,-2.2,49950,50400,48800,2700066,132968381100,444104206,21694490463100
20230704,035720,KR7035720002,카카오,KOSPI,49950,-1050,-2.06,50900,51000,49900,1445459,72500723150,444104206,22183005089700
20230703,035720,KR7035720002,카카오,KOSPI,51000,1900,3.87,49300,51000,49300,1691513,85683992550,444104206,22649314506000
20230630,035720,KR7035720002,카카오,KOSPI,49100,100,.2,48850,49700,48400,1268925,62262964050,444104206,21805516514600
20230629,035720,KR7035720002,카카오,KOSPI,49000,0,0,49000,49800,48700,1287518,63413787050,444104206,21761106094000
20230628,035720,KR7035720002,카카오,KOSPI,49000,-350,-.71,49700,49750,48500,1659730,81271939650,444104206,21761106094000
